user,location,text,sentiment,probability
elmercuriotam,Tamaulipas,"#Internacional Entró Anonymous a conflicto en Colombia: filtran datos de militares
#Anonymous #Colombia… https://t.co/YaBvOmhIjD",Positivo,57
aleja013191,,#Anonymous#Anonymous PETICIÓN NACIONAL PARA QUE #Anonymous TIRE EL PROGRAMA DE @IvanDuque A LAS 6:00PM Y MUESTRE LO… https://t.co/4fia9J3yAZ,Positivo,64
JeanUckerman,Colombia,"@AnonNews_Col bravo bravo #Anonymous lo volvió hacer tiran afuera la pagina del senado, gracias genios… https://t.co/LuIVezRAkm",Positivo,82
Juan54478699,,"#Anonymous e gente supuestamente estas son tarjetas de altos funcionarios del gobierno, avisen si funcionan https://t.co/jEFxUL36pS",Negativo,48
AndresTangari18,,"PETICIÓN NACIONAL PARA QUE #Anonymous TIRE EL PROGRAMA DE 
@IvanDuque
 A LA 6:00PM Y MUESTRE LOS VIDEOS DE ABUSO PO… https://t.co/s3UxoRMsb7",Positivo,65
Textoandrea,🌩                    Te sigue,"Somos #Anonymous , Somos legion

Yo: https://t.co/DxMyb2ZKt9",Positivo,64
danieldonadoe,"Barranquilla, Colombia","Que se destapen las ollas podridas🆘🇨🇴🚨🔥
#NosEstamosMatando 
#NosEstanMatando 
#FuerzaCOLOMBIA… https://t.co/nYfFXDdEVf",Positivo,65
Heroone1K,"Bogotá, D.C., Colombia",#help #ATENCION #AbajoRCN #SOSColombiaDDHH #SOSColombiaEnDictadura #SeNosVinoElCartel  LOS #PARAMILITARES ESTAN EN… https://t.co/tyYQNJgs5f,Positivo,56
AndresTangari18,,"PETICIÓN NACIONAL PARA QUE #Anonymous TIRE EL PROGRAMA DE 
@IvanDuque
 A LAS 6:00PM Y MUESTRE LOS VIDEOS DE ABUSO P… https://t.co/Zmb5EBYhrw",Positivo,66
Sergiocreww,"Barbosa, Colombia",@AnonNews_Col PETICIÓN NACIONAL PARA QUE #Anonymous TIRE EL PROGRAMA DE DUQUE A LAS 6:00PM Y MUESTRE LOS VIDEOS DE ABUSO POLICIAL,Positivo,59
meroly_13,,#Anonymous#Anonymous PETICIÓN NACIONAL PARA QUE #Anonymous TIRE EL PROGRAMA DE @IvanDuque A LAS 6:00PM Y MUESTRE LO… https://t.co/EPDtU3etoo,Positivo,64
PeruNewsweek,"Lima, Peru",Internacional: ‘Anonymous’ reaparece por problemas sociales en Colombia y hackea al ejército - RPP Noticias: ‘Anony… https://t.co/IZu9Fd7kIA,Positivo,54
Naanii_15,"Cali, Colombia","@AnonNews_Col #SOSColombiaDDHH 
PETICIÓN NACIONAL PARA QUE #Anonymous TIRE EL PROGRAMA DE DUQUE A LAS 6:00PM Y MUES… https://t.co/L5c5KvpMo6",Positivo,67
tor2090,Colombia,#Anonymous tumbo la página del ejército de Colombia https://t.co/5agSiitiWD,Positivo,65
guzztavo98,,#Anonymous Por favor bloquear @IvanDuque  y su esposo @AlvaroUribeVel Genocida como Adolfo Hitler,Positivo,64
thatmagicmusic,"Medellín, Colombia.",Tumbaron la página del Senado #Anonymous,Positivo,66
EHCGroup,Panamá,También se cambió la información del perfil del Ejército en la plataforma #Wikipedia. #Anonymous #Colombia… https://t.co/1M9tB37KYG,Positivo,65
Naanii_15,"Cali, Colombia","@AnonNews_Col Le hago la petición a #Anonymous que hoy a las 6:00pm tire el programa de ""prevención y acción"" y que… https://t.co/Y4zWOyfN9J",Positivo,78
FreudMT,Bogota,"¿Por que será que la mayoría de ""simpatizantes"" del gobierno de Duque, son viejos barrigones, con camisa manga larg… https://t.co/FKyRsLd0mo",Positivo,58
juliospinel,"Bucaramanga, Santander",#Anonymous respalda a la población colombiana! https://t.co/k22Dgzf2vf,Positivo,64
Anonymous_Latin,,Así es como llega la gente a los hospitales colombianos! El pueblo de Colombia 🇨🇴 necesita ayuda! @DrSuazo915… https://t.co/YXvcoM7um4,Positivo,72
brittanylrg,Cali - Colombia,PETICIÓN NACIONAL PARA QUE #Anonymous TIRE EL PROGRAMA DE DUQUE A LAS 6:00PM Y MUESTRE LOS VIDEOS DE ABUSO POLICIAL… https://t.co/ScG13Hajxs,Positivo,62
NathalyAndreaR5,,@YourAnonNewsESP Gracias #Anonymous 🇨🇴🇨🇴🇨🇴,Positivo,92
ElPayanes,Ciudad Autónoma de Buenos Aire,🚨⚠️ #Colombia 🇨🇴| lista de manifestantes desaparecidos durante el #ParoNacional4M en #Colombia. ASÍ NO SEAN DE COLO… https://t.co/iuDmie88Pa,Positivo,64
K00KIE_J97,EN TU CORAZÓN,@YourAnonNewsESP PETICIÓN NACIONAL PARA QUE #Anonymous TIRE EL PROGRAMA DE DUQUE A LAS 6:00PM Y MUESTRE LOS VIDEOS… https://t.co/Aakj51ObRc,Positivo,67
valu0521,Colombia,"Se rumoran que van a censurar o bloquear las redes sociales de lo que está pasando en nuestro pais, Busquen VPN  pa… https://t.co/2WXymJDIS0",Positivo,60
AnaHiddleston,,Peticion nacional para que #Anonymous tire el programa de @IvanDuque a las 6:00 pm y ponga los videos de abuso policial,Positivo,57
GarcesMole,,@YourAnonNewsESP tumben esa entrevista solo va a decir muchas mentiras de lo que pasa realmente en el pais… https://t.co/5zb5ouiWP0,Positivo,52
DiMiGaPi,Bogotá DC,Y si #AnonymousColombia #Anonymous nos ayuda con todos los Vándalos Corruptos que por desgracia gobiernan #ColombiaEnAlertaRoja,Positivo,52
AnonymousOpCOL,,"El senado de la republica de  colombia ha sido filtrado.

#Anonymous 🇨🇴: No Justice, No peace. https://t.co/KE4MyaBIkB",Positivo,65
AnonFuryInter,,"#SOSColombiaDDHH #DuqueAsesino #FuerzaCOLOMBIA #NosEstanMatando #Colombia #Anonymous
No para la represión en Colomb… https://t.co/z2ZA6I1Wc3",Positivo,65
Stiven50634404,,#Anonymous PETICIÓN NACIONAL PARA QUE #Anonymous TIRE EL PROGRAMA DE @IvanDuque A LAS 6:00PM Y MUESTRE LOS VIDEOS D… https://t.co/UqxXVJSawE,Positivo,65
MjairSin_J,"Bucaramanga, Colombia",#Anonymous de nuevo #diegoAndresMolano #Wikipedia,Positivo,77
CeballosMiyer,"Cali, Colombia",#Anonymous seria genial meterse en el programa de las 6pm de duque y mostrar todos los videos del abuso de poder policial,Positivo,63
Paola09685234,,PETICIÓN NACIONAL PARA QUE #Anonymous TIRE EL PROGRAMA DE DUQUE A LAS 6:00PM Y MUESTRE LOS VIDEOS DE ABUSO POLICIAL,Positivo,59
Anonymous_Latin,,@NiEstatNiRei @ChalecosAmarill @AnonNews_Col @redfishstream @revmondiale2 @Eskor74 @NotXelj @DaniMayakovski… https://t.co/Z8s9OdyvOc,Positivo,65
Sebasti63835248,,Hoy como estudiante no me voy a QUEDAR CALLADO asi que convoco a diferentes instituciones publicas como colegios y… https://t.co/wgVJ4Bcajg,Positivo,76
Ale86195598,,"Ayúdenos quien sea 🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻
#NosEstanMatando #FuerzaCOLOMBIA #SOSColombiaDDHH #Anonymous #Colombia… https://t.co/GOa4cBIp4P",Positivo,65
CatalinaHenao1,Medellín,#Anonymous retirar el programa de Duque y poner los videos de abuso policial https://t.co/AQQHKjUO59,Positivo,64
daryrss,,"SI EL CIRCO DE DUQUE SE CANCELA NO IMPORTA, PETICIÓN NACIONAL PARA QUE #Anonymous TIRE EL PROGRAMA DE @NoticiasRCN… https://t.co/Ohc8BxJUSb",Positivo,65
JuanmedinaAran1,,PETICIÓN NACIONAL para que #Anonymous  tumbe el programa de ivan duque de las 6:00 pm y pase video de las muertes y… https://t.co/4SWnbVkanK,Positivo,69
Mariagarcesl17,,@YourAnonNewsESP PETICIÓN NACIONAL PARA QUE #Anonymous TIRE EL PROGRAMA DE DUQUE A LAS 6:00PM Y MUESTRE LOS VIDEOS… https://t.co/KCnx0kEQ7s,Positivo,67
lyvillasa,,"PETICIÓN NACIONAL PARA QUE #Anonymous TIRE EL PROGRAMA DE DUQUE, A LAS 6:00PM. Y MUESTRE LOS VIDEOS DE ABUSO POLICI… https://t.co/LfjQ8rpvqA",Positivo,66
PaolaVe79338769,,@AnonymusNews_ PETICIÓN NACIONAL PARA QUE #Anonymous TIRE EL PROGRAMA DE DUQUE A LAS 6:00PM Y MUESTRE LOS VIDEOS DE ABUSO POLICIAL,Positivo,59
JaedSang93,,PETICIÓN NACIONAL PARA QUE #Anonymous TIRE EL PROGRAMA DE @IvanDuque A LAS 6:00PM Y MUESTRE LOS VIDEOS DE ABUSO POL… https://t.co/KIWVMuiHRQ,Positivo,65
TAGUILLEORTIZ,"Canoas, Brasil",@Matador000 @AnonNovidades #Anonymous cumple sus amenaza y saca del aire a los sitios wed de la @PoliciaColombia y… https://t.co/7yB6jA6FuN,Positivo,57
GeraldiaZG,Colombia,"""Somos #Anonymous somos legión.""

Yo: https://t.co/dfHMJGO7OP",Positivo,65
jazz271290,,Que dolor ver que el pueblo luche por sus derechos y los maten. #FuerzaCOLOMBIA #DuquePareLaMasacre… https://t.co/jUtU32qSRj,Positivo,59
PaolaVe79338769,,@AnonymusNews_ PETICIÓN NACIONAL PARA QUE #Anonymous TIRE EL PROGRAMA DE DUQUE A LAS 6:00PM Y MUESTRE LOS VIDEOS DE ABUSO POLICIAL,Positivo,59
abenoitlourido,,Algunos sutiles ajustes por #Anonymous cuando se busque @COL_EJERCITO en Google. https://t.co/IMmiCujP2B,Positivo,60
LucyLutiana,,PETICIÓN NACIONAL PARA QUE #Anonymous TIRE EL PROGRAMA DE DUQUE A LAS 6:00PM Y MUESTRE LOS VIDEOS DE ABUSO POLICIAL,Positivo,59
daryrss,,"SI EL CIRCO DE DUQUE SE CANCELA NO IMPORTA, PETICIÓN NACIONAL PARA QUE #Anonymous TIRE EL PROGRAMA DE @NoticiasRCN… https://t.co/CjwWOlGSqe",Positivo,65
PaolaVe79338769,,@AnonymusNews_ PETICIÓN NACIONAL PARA QUE #Anonymous TIRE EL PROGRAMA DE DUQUE A LAS 6:00PM Y MUESTRE LOS VIDEOS DE ABUSO POLICIAL,Positivo,59
alebolirios,colombia,@YourAnonNewsESP PETICIÓN NACIONAL PARA QUE #Anonymous TIRE EL PROGRAMA DE DUQUE A LAS 6:00PM Y MUESTRE LOS VIDEOS DE ABUSO POLICIAL,Positivo,59
Danielamarquezq,,PETICIÓN NACIONAL PARA QUE #Anonymous  TIRE EL PROGRAMA DE DUQUE A LAS 6:00PM Y MUESTRE LOS VIDEOS DE ABUSO POLICIA… https://t.co/RDzr00MikO,Positivo,57
Ines85924485,,"En estos momentos la página de la policía nacional de Colombia está siendo tumbada.
#SOSColombiaDDHH
#Anonymous https://t.co/WhzryqDxkF",Positivo,66
SandraO1716,"Bogotá, D.C., Colombia","Ya llegó la hora de alzar nuestras voces, de mostrar al mundo lo que está pasando en nuestro país. NOS ESTAN MATAND… https://t.co/rpocZnGKLp",Positivo,59
noc0ps,,"Si querer un mejor futuro para los campesinos para los estudiantes, para todos los trabajadores de salud, para TODO… https://t.co/ww3YQZIPjF",Positivo,70
Jenyperezalways,"Caicedonia, Valle, Colombia",#Anonymous Y SI MEJOR TIRAS  EL PROGRAMA DE #DuqueAsesino A LAS 6:00PM Y MUESTRAS AL MUNDO LOS VIDEOS DE ABUSO POLI… https://t.co/fSrsRUQjGj,Positivo,78
Valenlopezniet1,,@NataRojasA1 @AnonymousOpCOL #Anonymous por favor 🙏,Positivo,67
andrews__99,🇨🇴,@CarlJimenezGal El mismo Ejercito tumbó la pagina para que las personas no pudieran ingresar ya que gracias a… https://t.co/4BRR0Pd34K,Positivo,81
zzuliram,colombia,lista de manifestantes desaparecidos durante el #ParoNacional4M en #Colombia. ASÍ NO SEAN DE COLOMBIA #Anonymous… https://t.co/TbFVkVDddQ,Positivo,63
EmaEDTT,,#Anonymous Con algo fuerte debemos empezar https://t.co/vgAphc1YU3,Positivo,69
JJose170298,,"Se metieron con la generación que confía más en #Anonymous que en el gobierno.
#SOSColombiaDDHH",Positivo,49
danielapvillega,Colombia,#Anonymous  revelen toda la información https://t.co/Rf0u03o153,Positivo,68
JJPapi27,"Bucaramanga, Colombia","#Anonymous Sinceramente, me parece que esto es solo humo. Siendo “hackers” por qué no desclasifican información que… https://t.co/4WFAcF57c6",Positivo,49
guzztavo98,,#Anonymous ojala puedan bloquear la cuenta de @IvanDuque  y de su mozo @AlvaroUribeVel,Positivo,62
NataRojasA1,Colombia,#Anonymous por favor https://t.co/wjcm1FwhWq,Positivo,71
Carolin51145651,"Duitama, Colombia",PETICIÓN NACIONAL PARA QUE #Anonymous TIRE EL PROGRAMA DE @IvanDuque A LAS 6:00PM Y MUESTRE LOS VIDEOS DE ABUSO POL… https://t.co/nTflx33Nha,Positivo,65
sebasnnn,"Ciénaga, Colombia",Tumbaron la página de la policía #Anonymous #SOSColombiaDDHH https://t.co/QIsdtq3bn8,Positivo,64
Ale86195598,,#Anonymous #SOSColombiaDDHH #DuqueAsesino #FuerzaCOLOMBIA #NosEstanMatando #Colombia #ColombiaEnAlertaRoja… https://t.co/Exwrr0h9fw,Positivo,65
jua11an,En una cancha de fútbol,#Anonymous Lo hace de nuevo https://t.co/0No2YQAt1g,Positivo,73
Paternina_Dary9,"Bogotá, D.C., Colombia",Y ahora vamos con el senado. #Anonymous https://t.co/oUhMWlDIe1,Positivo,78
_Sofi016_,,#Anonymous PETICIÓN NACIONAL PARA QUE #Anonymous TIRE EL PROGRAMA DE @IvanDuque A LAS 6:00PM Y MUESTRE LOS VIDEOS D… https://t.co/cIHeZ9DIw0,Positivo,65
levirey,,@RPPNoticias Dense una vueltita #Anonymous y ayúdennos a revelar que la Sra.K es la misma de la organización criminal. 🙏,Positivo,53
Coconut20208,,@brisipin @IvanDuque #Anonymous por favor. Estamos muriendo,Positivo,66
Green_H_Oficial,,@AnonNews_Col PETICIÓN NACIONAL PARA QUE #Anonymous TIRE EL PROGRAMA DE DUQUE A LAS 6:00PM Y MUESTRE LOS VIDEOS DE ABUSO POLICIAL,Positivo,59
camilounillanos,,#Anonymous llegó la pesada,Positivo,59
Stefaniagonzo,,PETICIÓN NACIONAL PARA QUE #Anonymous TIRE EL PROGRAMA DE DUQUE A LAS 6:00PM Y MUESTRE LOS VIDEOS DE ABUSO POLICIAL,Positivo,59
miyeon1997,,duque cancelo su programa🤡🤡🤡🤡🤡 #Anonymous,Positivo,70
Green_H_Oficial,,@AnonNews_Col PETICIÓN NACIONAL PARA QUE #Anonymous TIRE EL PROGRAMA DE DUQUE A LAS 6:00PM Y MUESTRE LOS VIDEOS DE ABUSO POLICIAL,Positivo,59
_NoticiasMillos,"Bogotá, DC, Colombia",@ELTIEMPO le dio miedo que #Anonymous le tumbe el programa en directo,Positivo,53
josegregorio115,Bogotá,#Anonymous #SOSColombiaDDHH  Duque y su gobierno nos están matando!!!,Positivo,48
RiicoSebas,"Bogotá, D.C., Colombia","Con lo que ha hecho anonymus, ya ha hecho mas que los ultimos 5 presidentes de Colombia, gracias por escucharnos!!!… https://t.co/eNGmBzrAEh",Positivo,80
Ferchayya,Cartagena,#Anonymous Y SI MEJOR TIRAS  EL PROGRAMA DE DUQUE Y MUESTRAS AL MUNDO LOS VIDEOS DE ABUSO POLICIAL EN #Colombia Cor… https://t.co/5QbkOAyRuf,Positivo,77
Kevinlo92786707,,Que lo tumbe de una vez por todas #Anonymous https://t.co/9CTRpP0LxR,Positivo,71
coowie_lui,,PETICION NACIONAL PARA QUE #Anonymous TIRE EL PROGRAMA DE DUQUE A LAS 6:00PM Y MUESTRE LOS VIDEOS DE ABUSO POLICIAL… https://t.co/wn5wiJPDCC,Positivo,62
SilviaLucuara,,PETICIÓN NACIONAL PARA QUE #Anonymous TIRE EL PROGRAMA DE @IvanDuque A LAS 6:00PM Y MUESTRE LOS VIDEOS DE ABUSO POL… https://t.co/mgrSX5CzAZ,Positivo,65
JeanUckerman,Colombia,@rcnradio estan cagados los hijos de puta por  #Anonymous,Negativo,56
TAGUILLEORTIZ,"Canoas, Brasil",@YourAnonNews #Anonymous ataca otra vez en wikipedia https://t.co/x6iBk5DzRB,Positivo,61
G_niinaa,,Le temen a una intervención de #Anonymous primera vez en más de 1 año que no se va a transmitir ésta payasada. 💪🏼… https://t.co/4hrglubgdS,Positivo,69
Valerie20862661,"Popayán, Colombia",PETICIÓN NACIONAL PARA QUE #Anonymous TIRE EL PROGRAMA DE DUQUE A LAS 6:00PM Y MUESTRE LOS VIDEOS DE ABUSO POLICIAL… https://t.co/XxjzoJ4vm0,Positivo,62
19Yaleska,,No es retirar al presidente es retirar al congreso y que solo haya un solo representante y un solo congresista por… https://t.co/oQbrzkaCCg,Positivo,56
Jorge_Andres_BR,"Bogotá, D.C., Colombia",#Anonymous debería sabotear le el programa a Duque por las tardes para que le muestren en la cara lo que nos están haciendo,Positivo,61
Zephiro06,Barranquilla,"ASÍ NO SEAN DE COLOMBIA, COPIEN Y PEGUEN
 
@ONU_es

@onucolombia
 
@ONU_derechos

@CIDH

@CNNEE

@cnnbrk… https://t.co/BO5p3Ojeg4",Positivo,65
Maria18374807,debajo de tu cama ,PETICIÓN NACIONAL PARA QUE #Anonymous TIRE EL PROGRAMA DE @IvanDuque A LAS 6:00PM Y MUESTRE LOS VIDEOS DE ABUSO POL… https://t.co/Vol8UEOrOZ,Positivo,65
Alejo_CP84,"Cali, Colombia",Excelente idea #Anonymous @AnonymousOpCOL estaría de lujo si se baja el programa del presidente asesino a las 6 pm… https://t.co/Z2V41crl4j,Positivo,65
alejogavilan,,Esto es verdad? #Anonymous #AnonymousColombia no sera Uribe haciendo de las suyas? https://t.co/EPcjjkWaGH,Positivo,67
saan_1306,My House..,#Anonymous Y SI MEJOR TIRAS  EL PROGRAMA DE DUQUE Y MUESTRAS AL MUNDO LOS VIDEOS DE ABUSO POLICIAL EN #Colombia 💛💙❤… https://t.co/n5HJ6sggud,Positivo,78
rutrum_artifex,,PETICIÓN NACIONAL PARA QUE #Anonymous TIRE EL PROGRAMA DE @IvanDuque A LAS 6:00PM Y MUESTRE LOS VIDEOS DE ABUSO POL… https://t.co/rW6a1fnyDt,Positivo,65
brunette__a,,#Anonymous SÁQUELE LOS TRAPITOS A URIBE POR FAVOR!!!!,Positivo,67
danielapvillega,Colombia,#Anonymous  ahora uribe y la de duque https://t.co/JMPrqNUVkY,Positivo,68
Bloody_Kiwii,,Necesitamos que #Anonymous tire el programa de Duque a las 6:00 P.M. y muestre los videos de abuso policial.… https://t.co/oPFLTobl0b,Positivo,63
mghlatina,,NECESITAMOS AYUDA INTERNACIONAL!!! #SOSColombiaEnDictadura #SOSColombiaNosEstanMatando #SOSColombiaDDHH… https://t.co/IM3npxWtJd,Positivo,70
HugoDelhoyoper1,,Esperando a ver que verga es lo k hace anonymous #SOSColombiaDDHH #Anonymous #AnonymousColombia,Positivo,61
Ale1104R,"Bogotá, D.C., Colombia",#Anonymous ayúdanos a destapar la mierda del centro Democrático #SOSColombiaEnDictadura #Colombia #ColombiaEnAlertaRoja,Positivo,57
panconpony,Colombia,@AnonNews_Col @AnonymousOpCOL PETICIÓN NACIONAL PARA QUE #Anonymous TIRE EL PROGRAMA DE DUQUE A LAS 6:00PM Y MUESTR… https://t.co/Z2qWvXfK6q,Positivo,67
oswaxd1,,@Alanrt_ si #Anonymous entra  a las noticias de las 6 de la tarde y hackea a duque me calveo x2.,Positivo,65
Fernand65116921,,PETICIÓN NACIONAL PARA QUE #Anonymous TIRE EL PROGRAMA DE @IvanDuque A LAS 6:00PM Y MUESTRE LOS VIDEOS DE ABUSO POL… https://t.co/0oWJwpdua1,Positivo,65
marango979,"Medellín, Colombia","Tiembla Colombia, #anonimous filtra el correo y password del soldado patascuy.

#Anonymous 
#AnonymousColombia https://t.co/PaBrLufDWH",Positivo,63
WilderFabianVa3,,"#SOSColombiaDDHH #Anonymous #ParoNacional4M #SOSColombiaNosEstanMatando 

@ONU_derechos: Firma para que la corte mu… https://t.co/Buq6wNaanq",Positivo,62
SoloQueno,,"Cuando el pueblo demostró su poder, decidieron callarlo, pensaron que los gritos de ayuda no le llegarían a nadie p… https://t.co/0tYtORwpDe",Positivo,64
jsilveram,,Hagamos que PASE!!! #Anonymous https://t.co/upgrEcr2lO,Positivo,64
LilMondao,Colombia,"Que esta imagen le dé la vuelta al mundo, en Colombia nos están matando! #SOSColombiaEnDictadura… https://t.co/FVyEi5Nmzw",Positivo,71
JuliAndres68,"Bogotá, D.C., Colombia","Somos #Anonymous , Somos legion

Yo........... https://t.co/ulWAi9W9qy",Positivo,64
Fernand65116921,,PETICIÓN NACIONAL PARA QUE #Anonymous TIRE EL PROGRAMA DE DUQUE A LAS 6:00PM Y MUESTRE LOS VIDEOS DE ABUSO POLICIAL… https://t.co/XVNBXkunbS,Positivo,62
davidsora182000,"Tunja, Colombia","No mas duque en televisión!!!
#Anonymous",Positivo,65
_minniepastel,,PETICIÓN NACIONAL PARA QUE #Anonymous TIRE EL PROGRAMA DE DUQUE A LAS 6:00PM Y MUESTRE LOS VIDEOS DE ABUSO POLICIAL,Positivo,59
Gabrielafaaf,Venezuela ,"Los están matando en Colombia
#ANONYMOUS
#SOSColombiaDDHH
#ParoNacional4M https://t.co/ZyvJqXm86D",Positivo,64
panconpony,Colombia,@AnonymousOpCOL NATIONAL PETITION FOR #Anonymous TO TAKE DUKE'S SHOW AT 6:00 PM AND SHOW THE POLICE ABUSE VIDEOS Sh… https://t.co/fHAlN5opIO,Positivo,70
Maualvarez2003,,Petición Nacional para que #Anonymous  tire el programa de Duque a las 6:00 pm y muestre los abusos policiales que… https://t.co/rgL3odm8cE,Positivo,61
_Sofi016_,,@Moon_tae07 PETICIÓN NACIONAL PARA QUE #Anonymous TIRE EL PROGRAMA DE DUQUE A LAS 6:00PM Y MUESTRE LOS VIDEOS DE ABUSO POLICIAL,Positivo,59
panconpony,Colombia,@AnonymousOpCOL NATIONAL PETITION FOR #Anonymous TO TAKE DUKE'S SHOW AT 6:00 PM AND SHOW THE POLICE ABUSE VIDEOS Sh… https://t.co/MEQciwnvGe,Positivo,70
davidsora182000,"Tunja, Colombia",#Anonymous tumbe el programa de duque!!!,Positivo,70
daryrss,,PETICIÓN NACIONAL PARA QUE #Anonymous TIRE EL PROGRAMA DE @IvanDuque A LAS 6:00PM Y MUESTRE LOS VIDEOS DE ABUSO POL… https://t.co/SZ3qB8C6gD,Positivo,65
hadeswannacry,La esquina de tu Corazon,El gobierno colombiano rompió la promesa de proteger a su gente y asesino a protestantes que exigían sus derechos!… https://t.co/R1SfYCiSNp,Positivo,52
Ins57616080,,#NosEstanMasacrando #NosEstanMatando #AnonymousColombia #Anonymous #DuqueAsesino #DuqueMandoAMatarnos… https://t.co/t6694cCw5k,Positivo,64
adriicep95,"Bogotá, Colombia","PETICIÓN NACIONAL PARA QUE #Anonymous TIRE EL PROGRAMA DE DUQUE A LAS 6:00PM Y MUESTRE LOS VIDEOS DE ABUSO POLICIAL
#Anonymous",Positivo,58
_Sofi016_,,"PETICIÓN NACIONAL PARA QUE #Anonymous TIRE EL PROGRAMA DE DUQUE A LAS 6:00PM Y MUESTRE LOS VIDEOS DE ABUSO POLICIAL.
DIFUNDIR ❗❗",Positivo,59
daryrss,,#Anonymous PETICIÓN NACIONAL PARA QUE #Anonymous TIRE EL PROGRAMA DE @IvanDuque A LAS 6:00PM Y MUESTRE LOS VIDEOS D… https://t.co/jUYps10w05,Positivo,65
Santiag78654570,,Si el presidente  no va ha salir en televisión  hoy pues que transmita en   las noticias  de caracol y rcn… https://t.co/QBwgasUAz1,Positivo,77
EmpanadaButter,,48 horas es mucho tiempo #Anonymous,Positivo,73
Yenner_Suarez,"Neiva, Colombia","Triste panorama en mi querida #Colombia, odio por todos lados. ¿Nos mataremos unos a otros mientras un grupo select… https://t.co/Y6WHDRiJuV",Negativo,53
hadeswannacry,La esquina de tu Corazon,El gobierno colombiano rompió la promesa de proteger a su gente y asesino a protestantes que exigían sus derechos!… https://t.co/ZVXOVNhLJU,Positivo,52
Andres_valenci4,Tunja-Colombia ,@AnonNews_Col PETICIÓN NACIONAL PARA QUE #Anonymous TIRE EL PROGRAMA DE DUQUE A LAS 6:00PM Y MUESTRE LOS VIDEOS DE ABUSO POLICIAL,Positivo,59
Andres_valenci4,Tunja-Colombia ,@AnonymousOpCOL PETICIÓN NACIONAL PARA QUE #Anonymous TIRE EL PROGRAMA DE DUQUE A LAS 6:00PM Y MUESTRE LOS VIDEOS DE ABUSO POLICIAL,Positivo,59
RoS_Amadeus,,#Anonymous Y SI MEJOR TIRAS  EL PROGRAMA DE #DuqueAsesino A LAS 6:00PM Y MUESTRAS AL MUNDO LOS VIDEOS DE ABUSO POLI… https://t.co/44v3fb4NEX,Positivo,78
DmsSolos3,,PETICIÓN NACIONAL PARA QUE @YourAnonNews TIRE EL PROGRAMA DE DUQUE A LAS 6:00PM Y MUESTRE LOS VIDEOS DE ABUSO POLIC… https://t.co/indPAJTQkf,Positivo,66
Valeria_Lenis_,,"@medixntrol Totalmente de acuerdo👌
@AnonymousOpCOL @YourAnonCentral @YourAnonNews #Anonymous #ColombiaEnAlertaRoja",Positivo,60
Naanii_15,"Cali, Colombia",PETICIÓN NACIONAL PARA QUE #Anonymous TIRE EL PROGRAMA DE DUQUE A LAS 6:00PM Y MUESTRE LOS VIDEOS DE ABUSO POLICIAL… https://t.co/1msgz4KuIK,Positivo,62
alexa38610,colombia,@CNNEE @soyfdelrincon @AlvaroUribeVel @IvanDuque 3 parte RERECHO HUMANOS CALI… https://t.co/i6zKibUb3s,Positivo,65
auratatianaa,Colombia,#ColombiaEnAlertaRoja PETICIÓN NACIONAL PARA QUE #Anonymous TIRE EL PROGRAMA DE DUQUE A LAS 6:00PM Y MUESTRE LOS VI… https://t.co/HIoivKYtCs,Positivo,68
MiguelR21117226,,#Anonymous tira el programa de Iván duque porfa 🥺,Positivo,69
panconpony,Colombia,@AnonNews_Col @AnonymousOpCOL PETICIÓN NACIONAL PARA QUE #Anonymous TIRE EL PROGRAMA DE DUQUE A LAS 6:00PM Y MUESTR… https://t.co/1VmqYqP05W,Positivo,67
panconpony,Colombia,"@AnonNews_Col PETICIÓN NACIONAL PARA QUE #Anonymous TIRE EL PROGRAMA DE DUQUE A LAS 6:00PM Y MUESTRE LOS VIDEOS DE ABUSO POLICIAL

Compartan",Positivo,59
panconpony,Colombia,@AnonymousOpCOL PETICIÓN NACIONAL PARA QUE #Anonymous TIRE EL PROGRAMA DE DUQUE A LAS 6:00PM Y MUESTRE LOS VIDEOS D… https://t.co/rtAZEXd5vx,Positivo,67
panconpony,Colombia,@AnonymousOpCOL PETICIÓN NACIONAL PARA QUE #Anonymous TIRE EL PROGRAMA DE DUQUE A LAS 6:00PM Y MUESTRE LOS VIDEOS D… https://t.co/SRaCb1LSvB,Positivo,67
brunette__a,,#Anonymous nunca decepciona 🤧🤧,Positivo,55
Anonymous_Latin,,El gobierno colombiano rompió la promesa de proteger a su gente y asesino a protestantes que exigían sus derechos!… https://t.co/BChQvlE0EK,Positivo,52
Majo85416184,,"Difundir, lista de desaparecidos, mostremosle la verdad al mundo
#Anonymous
#NosEstanMatando https://t.co/uDkpK7gT3P",Positivo,70
panconpony,Colombia,PETICIÓN NACIONAL PARA QUE #Anonymous TIRE EL PROGRAMA DE DUQUE A LAS 6:00PM Y MUESTRE LOS VIDEOS DE ABUSO POLICIAL,Positivo,59
AnonymousOpCol1,,"#OpColombia #Colombia #Anonymous 🇨🇴

https://t.co/5jKdqe4ehi HACKEADA por Anonymous Venezuela en apoyo al pueblo de… https://t.co/gszrTTAwv3",Positivo,71
LucyLutiana,,@AnonymousOpCOL PETICIÓN NACIONAL PARA QUE #Anonymous TIRE EL PROGRAMA DE DUQUE A LAS 6:00PM Y MUESTRE LOS VIDEOS DE ABUSO POLICIAL,Positivo,59
